"IDATid","SNPid","SAMPLE_ID","INVENTORY_SAMPLE_NAME","SampleType","Plate","GreenIDAT","RedIDAT"
"6298021031_R01C01","WG0118056.DNAA04",637036,"DMS 273","CellLine","WG0118056","6298021031_R01C01_Grn.idat","6298021031_R01C01_Red.idat"
"6317375082_R01C01","WG0118056.DNAA05",637044,"NCI-H2023","CellLine","WG0118056","6317375082_R01C01_Grn.idat","6317375082_R01C01_Red.idat"
"6317391089_R01C01","WG0118056.DNAA06",637052,"COLO-704","CellLine","WG0118056","6317391089_R01C01_Grn.idat","6317391089_R01C01_Red.idat"
"6317404047_R01C01","WG0118056.DNAA07",637060,"NCI-PC3","CellLine","WG0118056","6317404047_R01C01_Grn.idat","6317404047_R01C01_Red.idat"
"6317404035_R01C01","WG0118056.DNAA08",637068,"LOX-IMVI (IVCC)","CellLine","WG0118056","6317404035_R01C01_Grn.idat","6317404035_R01C01_Red.idat"
"6312945089_R01C01","WG0118056.DNAA09",637076,"CAL 27","CellLine","WG0118056","6312945089_R01C01_Grn.idat","6312945089_R01C01_Red.idat"
"6298021059_R01C01","WG0118056.DNAA10",637084,"Hs 255.T","CellLine","WG0118056","6298021059_R01C01_Grn.idat","6298021059_R01C01_Red.idat"
"6298021010_R01C01","WG0118056.DNAA11",637092,"HEC-1-A","CellLine","WG0118056","6298021010_R01C01_Grn.idat","6298021010_R01C01_Red.idat"
"6317391047_R03C01","WG0118056.DNAB01",637013,"NCI-H650","CellLine","WG0118056","6317391047_R03C01_Grn.idat","6317391047_R03C01_Red.idat"
"6298021043_R03C01","WG0118056.DNAB02",637021,"A-673","CellLine","WG0118056","6298021043_R03C01_Grn.idat","6298021043_R03C01_Red.idat"
"6317404080_R03C01","WG0118056.DNAB03",637029,"TK-10","CellLine","WG0118056","6317404080_R03C01_Grn.idat","6317404080_R03C01_Red.idat"
"6298021031_R03C01","WG0118056.DNAB04",637037,"HCC1171 (UTSW)","CellLine","WG0118056","6298021031_R03C01_Grn.idat","6298021031_R03C01_Red.idat"
"6317375082_R03C01","WG0118056.DNAB05",637045,"NCI-H2135","CellLine","WG0118056","6317375082_R03C01_Grn.idat","6317375082_R03C01_Red.idat"
"6317391089_R03C01","WG0118056.DNAB06",637053,"IGROV-1 (IVCC)","CellLine","WG0118056","6317391089_R03C01_Grn.idat","6317391089_R03C01_Red.idat"
"6317404047_R03C01","WG0118056.DNAB07",637061,"PC-3","CellLine","WG0118056","6317404047_R03C01_Grn.idat","6317404047_R03C01_Red.idat"
"6317404035_R03C01","WG0118056.DNAB08",637069,"MeWo","CellLine","WG0118056","6317404035_R03C01_Grn.idat","6317404035_R03C01_Red.idat"
"6312945089_R03C01","WG0118056.DNAB09",637077,"PE/CA-PJ15","CellLine","WG0118056","6312945089_R03C01_Grn.idat","6312945089_R03C01_Red.idat"
"6298021059_R03C01","WG0118056.DNAB10",637085,"HCC1319","CellLine","WG0118056","6298021059_R03C01_Grn.idat","6298021059_R03C01_Red.idat"
"6298021010_R03C01","WG0118056.DNAB11",637093,"HEC-1-A (Parental)","CellLine","WG0118056","6298021010_R03C01_Grn.idat","6298021010_R03C01_Red.idat"
"6298021056_R03C01","WG0118056.DNAB12",637100,"KLE","CellLine","WG0118056","6298021056_R03C01_Grn.idat","6298021056_R03C01_Red.idat"
"6317391047_R02C01","WG0118056.DNAC01",637014,"MCF10DCIS.com","CellLine","WG0118056","6317391047_R02C01_Grn.idat","6317391047_R02C01_Red.idat"
"6298021043_R02C01","WG0118056.DNAC02",637022,"BICR 10","CellLine","WG0118056","6298021043_R02C01_Grn.idat","6298021043_R02C01_Red.idat"
"6317404080_R02C01","WG0118056.DNAC03",637030,"HUH-7","CellLine","WG0118056","6317404080_R02C01_Grn.idat","6317404080_R02C01_Red.idat"
"6298021031_R02C01","WG0118056.DNAC04",637038,"HCC364","CellLine","WG0118056","6298021031_R02C01_Grn.idat","6298021031_R02C01_Red.idat"
"6317375082_R02C01","WG0118056.DNAC05",637046,"NCI-H2170","CellLine","WG0118056","6317375082_R02C01_Grn.idat","6317375082_R02C01_Red.idat"
"6317391089_R02C01","WG0118056.DNAC06",637054,"NIH:OVCAR-3","CellLine","WG0118056","6317391089_R02C01_Grn.idat","6317391089_R02C01_Red.idat"
"6317404047_R02C01","WG0118056.DNAC07",637062,"SW837","CellLine","WG0118056","6317404047_R02C01_Grn.idat","6317404047_R02C01_Red.idat"
"6317404035_R02C01","WG0118056.DNAC08",637070,"SNU-216","CellLine","WG0118056","6317404035_R02C01_Grn.idat","6317404035_R02C01_Red.idat"
"6312945089_R02C01","WG0118056.DNAC09",637078,"SJCRH30 (RC15)","CellLine","WG0118056","6312945089_R02C01_Grn.idat","6312945089_R02C01_Red.idat"
"6298021059_R02C01","WG0118056.DNAC10",637086,"COV644","CellLine","WG0118056","6298021059_R02C01_Grn.idat","6298021059_R02C01_Red.idat"
"6298021010_R02C01","WG0118056.DNAC11",637094,"HEC-1-A.H69","CellLine","WG0118056","6298021010_R02C01_Grn.idat","6298021010_R02C01_Red.idat"
"6298021056_R02C01","WG0118056.DNAC12",637101,"EB2","CellLine","WG0118056","6298021056_R02C01_Grn.idat","6298021056_R02C01_Red.idat"
"6317391047_R04C01","WG0118056.DNAD01",637015,"G141","CellLine","WG0118056","6317391047_R04C01_Grn.idat","6317391047_R04C01_Red.idat"
"6298021043_R04C01","WG0118056.DNAD02",637023,"Detroit 562","CellLine","WG0118056","6298021043_R04C01_Grn.idat","6298021043_R04C01_Red.idat"
"6317404080_R04C01","WG0118056.DNAD03",637031,"JHH-2","CellLine","WG0118056","6317404080_R04C01_Grn.idat","6317404080_R04C01_Red.idat"
"6298021031_R04C01","WG0118056.DNAD04",637039,"HCC4017 (UTSW)","CellLine","WG0118056","6298021031_R04C01_Grn.idat","6298021031_R04C01_Red.idat"
"6317375082_R04C01","WG0118056.DNAD05",637047,"NCI-H322T","CellLine","WG0118056","6317375082_R04C01_Grn.idat","6317375082_R04C01_Red.idat"
"6317391089_R04C01","WG0118056.DNAD06",637055,"OV7","CellLine","WG0118056","6317391089_R04C01_Grn.idat","6317391089_R04C01_Red.idat"
"6317404047_R04C01","WG0118056.DNAD07",637063,"RPMI 2650","CellLine","WG0118056","6317404047_R04C01_Grn.idat","6317404047_R04C01_Red.idat"
"6317404035_R04C01","WG0118056.DNAD08",637071,"SNU-484","CellLine","WG0118056","6317404035_R04C01_Grn.idat","6317404035_R04C01_Red.idat"
"6312945089_R04C01","WG0118056.DNAD09",637079,"UCSD-242l","CellLine","WG0118056","6312945089_R04C01_Grn.idat","6312945089_R04C01_Red.idat"
"6298021059_R04C01","WG0118056.DNAD10",637087,"Hs 839.T","CellLine","WG0118056","6298021059_R04C01_Grn.idat","6298021059_R04C01_Red.idat"
"6298021010_R04C01","WG0118056.DNAD11",637095,"HEC-1-A.H95","CellLine","WG0118056","6298021010_R04C01_Grn.idat","6298021010_R04C01_Red.idat"
"6298021056_R04C01","WG0118056.DNAD12",637102,"CAL51 PI3Ki Parental","CellLine","WG0118056","6298021056_R04C01_Grn.idat","6298021056_R04C01_Red.idat"
"6317391048_R01C01","WG0118056.DNAE01",637016,"LS174T","CellLine","WG0118056","6317391048_R01C01_Grn.idat","6317391048_R01C01_Red.idat"
"6317391046_R01C01","WG0118056.DNAE02",637024,"SW 780","CellLine","WG0118056","6317391046_R01C01_Grn.idat","6317391046_R01C01_Red.idat"
"6298021049_R01C01","WG0118056.DNAE03",637032,"JHH-5","CellLine","WG0118056","6298021049_R01C01_Grn.idat","6298021049_R01C01_Red.idat"
"6298021023_R01C01","WG0118056.DNAE04",637040,"HCC515 (UTSW)","CellLine","WG0118056","6298021023_R01C01_Grn.idat","6298021023_R01C01_Red.idat"
"6298021001_R01C01","WG0118056.DNAE05",637048,"NCI-H727 (ATCC)","CellLine","WG0118056","6298021001_R01C01_Grn.idat","6298021001_R01C01_Red.idat"
"6317404019_R01C01","WG0118056.DNAE06",637056,"OV-90 (IVCC)","CellLine","WG0118056","6317404019_R01C01_Grn.idat","6317404019_R01C01_Red.idat"
"6317404043_R01C01","WG0118056.DNAE07",637064,"SJCRH30","CellLine","WG0118056","6317404043_R01C01_Grn.idat","6317404043_R01C01_Red.idat"
"6317404052_R01C01","WG0118056.DNAE08",637072,"SNU-601","CellLine","WG0118056","6317404052_R01C01_Grn.idat","6317404052_R01C01_Red.idat"
"6312945090_R01C01","WG0118056.DNAE09",637080,"BFTC-905","CellLine","WG0118056","6312945090_R01C01_Grn.idat","6312945090_R01C01_Red.idat"
"6298021029_R01C01","WG0118056.DNAE10",637088,"Hs 895.T","CellLine","WG0118056","6298021029_R01C01_Grn.idat","6298021029_R01C01_Red.idat"
"6298012021_R01C01","WG0118056.DNAE11",637096,"HEC-1-A.HN24","CellLine","WG0118056","6298012021_R01C01_Grn.idat","6298012021_R01C01_Red.idat"
"6317375092_R01C01","WG0118056.DNAE12",637103,"CAL51 PI3Ki PR1-Pool","CellLine","WG0118056","6317375092_R01C01_Grn.idat","6317375092_R01C01_Red.idat"
"6317391048_R03C01","WG0118056.DNAF01",637017,"SW1463","CellLine","WG0118056","6317391048_R03C01_Grn.idat","6317391048_R03C01_Red.idat"
"6317391046_R03C01","WG0118056.DNAF02",637025,"769-P","CellLine","WG0118056","6317391046_R03C01_Grn.idat","6317391046_R03C01_Red.idat"
"6298021049_R03C01","WG0118056.DNAF03",637033,"JHH-7","CellLine","WG0118056","6298021049_R03C01_Grn.idat","6298021049_R03C01_Red.idat"
"6298021023_R03C01","WG0118056.DNAF04",637041,"HT-1080","CellLine","WG0118056","6298021023_R03C01_Grn.idat","6298021023_R03C01_Red.idat"
"6298021001_R03C01","WG0118056.DNAF05",637049,"NCI-H82","CellLine","WG0118056","6298021001_R03C01_Grn.idat","6298021001_R03C01_Red.idat"
"6317404019_R03C01","WG0118056.DNAF06",637057,"OvCA 432","CellLine","WG0118056","6317404019_R03C01_Grn.idat","6317404019_R03C01_Red.idat"
"6317404043_R03C01","WG0118056.DNAF07",637065,"A-431","CellLine","WG0118056","6317404043_R03C01_Grn.idat","6317404043_R03C01_Red.idat"
"6317404052_R03C01","WG0118056.DNAF08",637073,"SNU-638","CellLine","WG0118056","6317404052_R03C01_Grn.idat","6317404052_R03C01_Red.idat"
"6312945090_R03C01","WG0118056.DNAF09",637081,"M059J","CellLine","WG0118056","6312945090_R03C01_Grn.idat","6312945090_R03C01_Red.idat"
"6298021029_R03C01","WG0118056.DNAF10",637089,"SCC-15","CellLine","WG0118056","6298021029_R03C01_Grn.idat","6298021029_R03C01_Red.idat"
"6298021041_R03C01","WG0118056.DNAF11",637097,"HEC-1-A.HN44","CellLine","WG0118056","6298021041_R03C01_Grn.idat","6298021041_R03C01_Red.idat"
"6317375092_R03C01","WG0118056.DNAF12",637104,"EVSA-T PI3Ki Parental","CellLine","WG0118056","6317375092_R03C01_Grn.idat","6317375092_R03C01_Red.idat"
"6317391048_R02C01","WG0118056.DNAG01",637018,"SW48","CellLine","WG0118056","6317391048_R02C01_Grn.idat","6317391048_R02C01_Red.idat"
"6317391046_R02C01","WG0118056.DNAG02",637026,"786-O","CellLine","WG0118056","6317391046_R02C01_Grn.idat","6317391046_R02C01_Red.idat"
"6298021049_R02C01","WG0118056.DNAG03",637034,"SNU-423","CellLine","WG0118056","6298021049_R02C01_Grn.idat","6298021049_R02C01_Red.idat"
"6298021023_R02C01","WG0118056.DNAG04",637042,"LCLC-97TM1","CellLine","WG0118056","6298021023_R02C01_Grn.idat","6298021023_R02C01_Red.idat"
"6298021001_R02C01","WG0118056.DNAG05",637050,"NCI-N417","CellLine","WG0118056","6298021001_R02C01_Grn.idat","6298021001_R02C01_Red.idat"
"6317404019_R02C01","WG0118056.DNAG06",637058,"PE01","CellLine","WG0118056","6317404019_R02C01_Grn.idat","6317404019_R02C01_Red.idat"
"6317404043_R02C01","WG0118056.DNAG07",637066,"COLO-818","CellLine","WG0118056","6317404043_R02C01_Grn.idat","6317404043_R02C01_Red.idat"
"6317404052_R02C01","WG0118056.DNAG08",637074,"SNU-668","CellLine","WG0118056","6317404052_R02C01_Grn.idat","6317404052_R02C01_Red.idat"
"6312945090_R02C01","WG0118056.DNAG09",637082,"M059K","CellLine","WG0118056","6312945090_R02C01_Grn.idat","6312945090_R02C01_Red.idat"
"6298021029_R02C01","WG0118056.DNAG10",637090,"SCC-9","CellLine","WG0118056","6298021029_R02C01_Grn.idat","6298021029_R02C01_Red.idat"
"6298021041_R02C01","WG0118056.DNAG11",637098,"HEC-1-A.N179","CellLine","WG0118056","6298021041_R02C01_Grn.idat","6298021041_R02C01_Red.idat"
"6317375092_R02C01","WG0118056.DNAG12",637105,"EVSA-T PI3Ki PR1-Pool","CellLine","WG0118056","6317375092_R02C01_Grn.idat","6317375092_R02C01_Red.idat"
"6317391048_R04C01","WG0118056.DNAH01",637019,"SW480","CellLine","WG0118056","6317391048_R04C01_Grn.idat","6317391048_R04C01_Red.idat"
"6317391046_R04C01","WG0118056.DNAH02",637027,"Caki-2","CellLine","WG0118056","6317391046_R04C01_Grn.idat","6317391046_R04C01_Red.idat"
"6298021049_R04C01","WG0118056.DNAH03",637035,"COR-L26","CellLine","WG0118056","6298021049_R04C01_Grn.idat","6298021049_R04C01_Red.idat"
"6298021023_R04C01","WG0118056.DNAH04",637043,"NCI-H1437 (ATCC)","CellLine","WG0118056","6298021023_R04C01_Grn.idat","6298021023_R04C01_Red.idat"
"6298021001_R04C01","WG0118056.DNAH05",637051,"SR","CellLine","WG0118056","6298021001_R04C01_Grn.idat","6298021001_R04C01_Red.idat"
"6317404019_R04C01","WG0118056.DNAH06",637059,"DU 145","CellLine","WG0118056","6317404019_R04C01_Grn.idat","6317404019_R04C01_Red.idat"
"6317404043_R04C01","WG0118056.DNAH07",637067,"Hs 69ST","CellLine","WG0118056","6317404043_R04C01_Grn.idat","6317404043_R04C01_Red.idat"
"6317404052_R04C01","WG0118056.DNAH08",637075,"NTERA-2","CellLine","WG0118056","6317404052_R04C01_Grn.idat","6317404052_R04C01_Red.idat"
"6312945090_R04C01","WG0118056.DNAH09",637083,"HCC1263","CellLine","WG0118056","6312945090_R04C01_Grn.idat","6312945090_R04C01_Red.idat"
"6298021029_R04C01","WG0118056.DNAH10",637091,"HCC1162","CellLine","WG0118056","6298021029_R04C01_Grn.idat","6298021029_R04C01_Red.idat"
"6298012021_R03C01","WG0118056.DNAH11",637099,"HEC-1-A.N83","CellLine","WG0118056","6298012021_R03C01_Grn.idat","6298012021_R03C01_Red.idat"
"6317375092_R04C01","WG0118056.DNAH12",637106,"KPL-4 PI3Ki Parental","CellLine","WG0118056","6317375092_R04C01_Grn.idat","6317375092_R04C01_Red.idat"
"6317375003_R01C01","WG0118060.DNAA02",637114,"HUVEC (PC)","CellLine","WG0118060","6317375003_R01C01_Grn.idat","6317375003_R01C01_Red.idat"
"6317404101_R01C01","WG0118060.DNAA03",637122,"COR-L47","CellLine","WG0118060","6317404101_R01C01_Grn.idat","6317404101_R01C01_Red.idat"
"6317375065_R01C01","WG0118060.DNAA04",637130,"NCI-H1623","CellLine","WG0118060","6317375065_R01C01_Grn.idat","6317375065_R01C01_Red.idat"
"6317375045_R01C01","WG0118060.DNAA05",637138,"NCI-H2461","CellLine","WG0118060","6317375045_R01C01_Grn.idat","6317375045_R01C01_Red.idat"
"6317375106_R01C01","WG0118060.DNAA06",637146,"NCI-H2804","CellLine","WG0118060","6317375106_R01C01_Grn.idat","6317375106_R01C01_Red.idat"
"6317404037_R01C01","WG0118060.DNAA07",637154,"GR-M","CellLine","WG0118060","6317404037_R01C01_Grn.idat","6317404037_R01C01_Red.idat"
"6317404034_R01C01","WG0118060.DNAA08",637162,"SET-2","CellLine","WG0118060","6317404034_R01C01_Grn.idat","6317404034_R01C01_Red.idat"
"6317404010_R01C01","WG0118060.DNAA09",637170,"NCI-H2731","CellLine","WG0118060","6317404010_R01C01_Grn.idat","6317404010_R01C01_Red.idat"
"6317404020_R01C01","WG0118060.DNAA10",636416,"HCC1534","CellLine","WG0118060","6317404020_R01C01_Grn.idat","6317404020_R01C01_Red.idat"
"6317404071_R01C01","WG0118060.DNAA11",636424,"NCI-H1915","CellLine","WG0118060","6317404071_R01C01_Grn.idat","6317404071_R01C01_Red.idat"
"6312945079_R03C01","WG0118060.DNAB01",637107,"KPL-4 PI3Ki PR1-Pool","CellLine","WG0118060","6312945079_R03C01_Grn.idat","6312945079_R03C01_Red.idat"
"6317375003_R03C01","WG0118060.DNAB02",637115,"BT-474 M1 T-DM1 Parental","CellLine","WG0118060","6317375003_R03C01_Grn.idat","6317375003_R03C01_Red.idat"
"6317404101_R03C01","WG0118060.DNAB03",637123,"COR-L88","CellLine","WG0118060","6317404101_R03C01_Grn.idat","6317404101_R03C01_Red.idat"
"6317375065_R03C01","WG0118060.DNAB04",637131,"NCI-H1651","CellLine","WG0118060","6317375065_R03C01_Grn.idat","6317375065_R03C01_Red.idat"
"6317375045_R03C01","WG0118060.DNAB05",637139,"NCI-H2052","CellLine","WG0118060","6317375045_R03C01_Grn.idat","6317375045_R03C01_Red.idat"
"6317375106_R03C01","WG0118060.DNAB06",637147,"NCI-H2722","CellLine","WG0118060","6317375106_R03C01_Grn.idat","6317375106_R03C01_Red.idat"
"6317404037_R03C01","WG0118060.DNAB07",637155,"HCC1576","CellLine","WG0118060","6317404037_R03C01_Grn.idat","6317404037_R03C01_Red.idat"
"6317404034_R03C01","WG0118060.DNAB08",637163,"SK-N-SH","CellLine","WG0118060","6317404034_R03C01_Grn.idat","6317404034_R03C01_Red.idat"
"6312937096_R03C01","WG0118060.DNAB09",637171,"NCI-H2810","CellLine","WG0118060","6312937096_R03C01_Grn.idat","6312937096_R03C01_Red.idat"
"6317404020_R03C01","WG0118060.DNAB10",636417,"HCC2270","CellLine","WG0118060","6317404020_R03C01_Grn.idat","6317404020_R03C01_Red.idat"
"6298012062_R01C01","WG0118060.DNAB11",636425,"NCI-H196","CellLine","WG0118060","6298012062_R01C01_Grn.idat","6298012062_R01C01_Red.idat"
"6312945079_R02C01","WG0118060.DNAC01",637108,"MCF-7 PI3Ki Parental","CellLine","WG0118060","6312945079_R02C01_Grn.idat","6312945079_R02C01_Red.idat"
"6317375003_R02C01","WG0118060.DNAC02",637116,"BT-474 M1 T-DM1 R","CellLine","WG0118060","6317375003_R02C01_Grn.idat","6317375003_R02C01_Red.idat"
"6317404101_R02C01","WG0118060.DNAC03",637124,"CPC-N","CellLine","WG0118060","6317404101_R02C01_Grn.idat","6317404101_R02C01_Red.idat"
"6317375065_R02C01","WG0118060.DNAC04",637132,"NCI-H1869","CellLine","WG0118060","6317375065_R02C01_Grn.idat","6317375065_R02C01_Red.idat"
"6317375045_R02C01","WG0118060.DNAC05",637140,"NCI-H2373","CellLine","WG0118060","6317375045_R02C01_Grn.idat","6317375045_R02C01_Red.idat"
"6317375106_R02C01","WG0118060.DNAC06",637148,"BICR 78","CellLine","WG0118060","6317375106_R02C01_Grn.idat","6317375106_R02C01_Red.idat"
"6317404037_R02C01","WG0118060.DNAC07",637156,"HGC-27","CellLine","WG0118060","6317404037_R02C01_Grn.idat","6317404037_R02C01_Red.idat"
"6317404034_R02C01","WG0118060.DNAC08",637164,"SNU-182","CellLine","WG0118060","6317404034_R02C01_Grn.idat","6317404034_R02C01_Red.idat"
"6317404010_R02C01","WG0118060.DNAC09",637172,"SW527","CellLine","WG0118060","6317404010_R02C01_Grn.idat","6317404010_R02C01_Red.idat"
"6317404020_R02C01","WG0118060.DNAC10",636418,"HCC2885","CellLine","WG0118060","6317404020_R02C01_Grn.idat","6317404020_R02C01_Red.idat"
"6298012062_R03C01","WG0118060.DNAC11",636427,"NCI-H2347","CellLine","WG0118060","6298012062_R03C01_Grn.idat","6298012062_R03C01_Red.idat"
"6298012021_R02C01","WG0118060.DNAD01",637109,"MCF-7 PI3Ki PR1-Pool","CellLine","WG0118060","6298012021_R02C01_Grn.idat","6298012021_R02C01_Red.idat"
"6317375003_R04C01","WG0118060.DNAD02",637117,"KPL-4 T-DM1 Parental","CellLine","WG0118060","6317375003_R04C01_Grn.idat","6317375003_R04C01_Red.idat"
"6317404101_R04C01","WG0118060.DNAD03",637125,"HCC2302","CellLine","WG0118060","6317404101_R04C01_Grn.idat","6317404101_R04C01_Red.idat"
"6317375065_R04C01","WG0118060.DNAD04",637133,"NCI-H187","CellLine","WG0118060","6317375065_R04C01_Grn.idat","6317375065_R04C01_Red.idat"
"6317375045_R04C01","WG0118060.DNAD05",637141,"NCI-H2452","CellLine","WG0118060","6317375045_R04C01_Grn.idat","6317375045_R04C01_Red.idat"
"6317375106_R04C01","WG0118060.DNAD06",637149,"C32TG","CellLine","WG0118060","6317375106_R04C01_Grn.idat","6317375106_R04C01_Red.idat"
"6317404037_R04C01","WG0118060.DNAD07",637157,"HMY-1","CellLine","WG0118060","6317404037_R04C01_Grn.idat","6317404037_R04C01_Red.idat"
"6317404034_R04C01","WG0118060.DNAD08",637165,"UKE-1","CellLine","WG0118060","6317404034_R04C01_Grn.idat","6317404034_R04C01_Red.idat"
"6312937096_R02C01","WG0118060.DNAD09",636411,"HCC1493","CellLine","WG0118060","6312937096_R02C01_Grn.idat","6312937096_R02C01_Red.idat"
"6317404020_R04C01","WG0118060.DNAD10",636419,"MOR","CellLine","WG0118060","6317404020_R04C01_Grn.idat","6317404020_R04C01_Red.idat"
"6317404071_R04C01","WG0118060.DNAD11",636428,"NCI-H2444","CellLine","WG0118060","6317404071_R04C01_Grn.idat","6317404071_R04C01_Red.idat"
"6312945087_R01C01","WG0118060.DNAE01",637110,"MX-1 PI3Ki Parental","CellLine","WG0118060","6312945087_R01C01_Grn.idat","6312945087_R01C01_Red.idat"
"6317404058_R01C01","WG0118060.DNAE02",637118,"DU4475","CellLine","WG0118060","6317404058_R01C01_Grn.idat","6317404058_R01C01_Red.idat"
"6317404060_R01C01","WG0118060.DNAE03",637126,"HCC366","CellLine","WG0118060","6317404060_R01C01_Grn.idat","6317404060_R01C01_Red.idat"
"6317404045_R01C01","WG0118060.DNAE04",637134,"NCI-H1930","CellLine","WG0118060","6317404045_R01C01_Grn.idat","6317404045_R01C01_Red.idat"
"6317375087_R01C01","WG0118060.DNAE05",637142,"NCI-H28","CellLine","WG0118060","6317375087_R01C01_Grn.idat","6317375087_R01C01_Red.idat"
"6312937096_R01C01","WG0118060.DNAE06",637150,"C3A","CellLine","WG0118060","6312937096_R01C01_Grn.idat","6312937096_R01C01_Red.idat"
"6317404026_R01C01","WG0118060.DNAE07",637158,"IGR-37","CellLine","WG0118060","6317404026_R01C01_Grn.idat","6317404026_R01C01_Red.idat"
"6317404030_R01C01","WG0118060.DNAE08",637166,"UMC-11","CellLine","WG0118060","6317404030_R01C01_Grn.idat","6317404030_R01C01_Red.idat"
"6317404002_R01C01","WG0118060.DNAE09",636412,"C-33 A","CellLine","WG0118060","6317404002_R01C01_Grn.idat","6317404002_R01C01_Red.idat"
"6317404086_R01C01","WG0118060.DNAE10",636420,"NCI-H1299F1-A11","CellLine","WG0118060","6317404086_R01C01_Grn.idat","6317404086_R01C01_Red.idat"
"6298012062_R02C01","WG0118060.DNAE11",636430,"NCI-H810","CellLine","WG0118060","6298012062_R02C01_Grn.idat","6298012062_R02C01_Red.idat"
"6312945087_R03C01","WG0118060.DNAF01",637111,"MX-1 PI3Ki PR1-Pool","CellLine","WG0118060","6312945087_R03C01_Grn.idat","6312945087_R03C01_Red.idat"
"6317404058_R03C01","WG0118060.DNAF02",637119,"EFM-192C","CellLine","WG0118060","6317404058_R03C01_Grn.idat","6317404058_R03C01_Red.idat"
"6317404060_R03C01","WG0118060.DNAF03",637127,"HCC4019","CellLine","WG0118060","6317404060_R03C01_Grn.idat","6317404060_R03C01_Red.idat"
"6317404045_R03C01","WG0118060.DNAF04",637135,"NCI-H209","CellLine","WG0118060","6317404045_R03C01_Grn.idat","6317404045_R03C01_Red.idat"
"6298012021_R04C01","WG0118060.DNAF05",637143,"NCI-H2595","CellLine","WG0118060","6298012021_R04C01_Grn.idat","6298012021_R04C01_Red.idat"
"6317375111_R03C01","WG0118060.DNAF06",637151,"COLO 794","CellLine","WG0118060","6317375111_R03C01_Grn.idat","6317375111_R03C01_Red.idat"
"6317404026_R03C01","WG0118060.DNAF07",637159,"JHH-1","CellLine","WG0118060","6317404026_R03C01_Grn.idat","6317404026_R03C01_Red.idat"
"6317404030_R03C01","WG0118060.DNAF08",637167,"MDA-MB-468 (DODx)","CellLine","WG0118060","6317404030_R03C01_Grn.idat","6317404030_R03C01_Red.idat"
"6317404002_R03C01","WG0118060.DNAF09",636413,"COR-L279","CellLine","WG0118060","6317404002_R03C01_Grn.idat","6317404002_R03C01_Red.idat"
"6317404086_R03C01","WG0118060.DNAF10",636421,"NCI-H1563","CellLine","WG0118060","6317404086_R03C01_Grn.idat","6317404086_R03C01_Red.idat"
"6317404021_R03C01","WG0118060.DNAF11",636431,"NCI-H820","CellLine","WG0118060","6317404021_R03C01_Grn.idat","6317404021_R03C01_Red.idat"
"6312945087_R02C01","WG0118060.DNAG01",637112,"T-47D PI3Ki Parental","CellLine","WG0118060","6312945087_R02C01_Grn.idat","6312945087_R02C01_Red.idat"
"6317404058_R02C01","WG0118060.DNAG02",637120,"YMB-1-E","CellLine","WG0118060","6317404058_R02C01_Grn.idat","6317404058_R02C01_Red.idat"
"6317404060_R02C01","WG0118060.DNAG03",637128,"LOU-NH91","CellLine","WG0118060","6317404060_R02C01_Grn.idat","6317404060_R02C01_Red.idat"
"6317404045_R02C01","WG0118060.DNAG04",637136,"NCI-H2171","CellLine","WG0118060","6317404045_R02C01_Grn.idat","6317404045_R02C01_Red.idat"
"6317375087_R02C01","WG0118060.DNAG05",637144,"NCI-H2369","CellLine","WG0118060","6317375087_R02C01_Grn.idat","6317375087_R02C01_Red.idat"
"6317375111_R02C01","WG0118060.DNAG06",637152,"COLO 853","CellLine","WG0118060","6317375111_R02C01_Grn.idat","6317375111_R02C01_Red.idat"
"6317404026_R02C01","WG0118060.DNAG07",637160,"JHH-4","CellLine","WG0118060","6317404026_R02C01_Grn.idat","6317404026_R02C01_Red.idat"
"6317404030_R02C01","WG0118060.DNAG08",637168,"MDA-MB-134-VI (DODx)","CellLine","WG0118060","6317404030_R02C01_Grn.idat","6317404030_R02C01_Red.idat"
"6317404002_R02C01","WG0118060.DNAG09",636414,"DMS 79","CellLine","WG0118060","6317404002_R02C01_Grn.idat","6317404002_R02C01_Red.idat"
"6317404086_R02C01","WG0118060.DNAG10",636422,"NCI-H1648","CellLine","WG0118060","6317404086_R02C01_Grn.idat","6317404086_R02C01_Red.idat"
"6317404021_R02C01","WG0118060.DNAG11",636432,"NCI-H920","CellLine","WG0118060","6317404021_R02C01_Grn.idat","6317404021_R02C01_Red.idat"
"6312945087_R04C01","WG0118060.DNAH01",637113,"T-47D PI3Ki PR1-Pool","CellLine","WG0118060","6312945087_R04C01_Grn.idat","6312945087_R04C01_Red.idat"
"6317404058_R04C01","WG0118060.DNAH02",637121,"NCI-H716","CellLine","WG0118060","6317404058_R04C01_Grn.idat","6317404058_R04C01_Red.idat"
"6317404060_R04C01","WG0118060.DNAH03",637129,"NCI-H1395","CellLine","WG0118060","6317404060_R04C01_Grn.idat","6317404060_R04C01_Red.idat"
"6317404045_R04C01","WG0118060.DNAH04",637137,"NCI-H345","CellLine","WG0118060","6317404045_R04C01_Grn.idat","6317404045_R04C01_Red.idat"
"6317375087_R04C01","WG0118060.DNAH05",637145,"NCI-H2803","CellLine","WG0118060","6317375087_R04C01_Grn.idat","6317375087_R04C01_Red.idat"
"6317375111_R04C01","WG0118060.DNAH06",637153,"COLO 857","CellLine","WG0118060","6317375111_R04C01_Grn.idat","6317375111_R04C01_Red.idat"
