"IDATid","SNPid","SAMPLE_ID","INVENTORY_SAMPLE_NAME","SampleType","Plate","GreenIDAT","RedIDAT"
"6317404026_R04C01","WG0118060.DNAH07",637161,"KU812","CellLine","WG0118060","6317404026_R04C01_Grn.idat","6317404026_R04C01_Red.idat"
"6317404030_R04C01","WG0118060.DNAH08",637169,"HCC461","CellLine","WG0118060","6317404030_R04C01_Grn.idat","6317404030_R04C01_Red.idat"
"6317404002_R04C01","WG0118060.DNAH09",636415,"HCC1359","CellLine","WG0118060","6317404002_R04C01_Grn.idat","6317404002_R04C01_Red.idat"
"6312937096_R04C01","WG0118060.DNAH10",636423,"NCI-H1734","CellLine","WG0118060","6312937096_R04C01_Grn.idat","6312937096_R04C01_Red.idat"
"6317404012_R01C01","WG0118061.DNAA02",636229,"HCC95 (UTSW)","CellLine","WG0118061","6317404012_r01c01_grn.idat","6317404012_r01c01_red.idat"
"6298012062_R04C01","WG0118061.DNAA03",636237,"RERF-LC-KJ","CellLine","WG0118061","6298012062_r04c01_grn.idat","6298012062_r04c01_red.idat"
"6317404100_R01C01","WG0118061.DNAA04",636245,"MDA-MB-175-VII","CellLine","WG0118061","6317404100_r01c01_grn.idat","6317404100_r01c01_red.idat"
"6317404025_R01C01","WG0118061.DNAA05",636253,"SUM 52PE","CellLine","WG0118061","6317404025_r01c01_grn.idat","6317404025_r01c01_red.idat"
"6317404017_R01C01","WG0118061.DNAA06",636261,"KP-3","CellLine","WG0118061","6317404017_r01c01_grn.idat","6317404017_r01c01_red.idat"
"6317404006_R01C01","WG0118061.DNAA07",636269,"QGP-1","CellLine","WG0118061","6317404006_r01c01_grn.idat","6317404006_r01c01_red.idat"
"6317375044_R01C01","WG0118061.DNAA08",636277,"NALM-6","CellLine","WG0118061","6317375044_r01c01_grn.idat","6317375044_r01c01_red.idat"
"6317375083_R01C01","WG0118061.DNAA09",636285,"A172","CellLine","WG0118061","6317375083_r01c01_grn.idat","6317375083_r01c01_red.idat"
"6317375001_R01C01","WG0118061.DNAA10",636293,"G124","CellLine","WG0118061","6317375001_r01c01_grn.idat","6317375001_r01c01_red.idat"
"6317375105_R01C01","WG0118061.DNAA11",636301,"G61","CellLine","WG0118061","6317375105_r01c01_grn.idat","6317375105_r01c01_red.idat"
"6317404091_R03C01","WG0118061.DNAB01",636222,"KARPAS-620","CellLine","WG0118061","6317404091_r03c01_grn.idat","6317404091_r03c01_red.idat"
"6317404012_R03C01","WG0118061.DNAB02",636230,"HOP-92","CellLine","WG0118061","6317404012_r03c01_grn.idat","6317404012_r03c01_red.idat"
"6317404024_R03C01","WG0118061.DNAB03",636238,"RERF-LC-OK","CellLine","WG0118061","6317404024_r03c01_grn.idat","6317404024_r03c01_red.idat"
"6317404100_R03C01","WG0118061.DNAB04",636246,"MDA-MB-361","CellLine","WG0118061","6317404100_r03c01_grn.idat","6317404100_r03c01_red.idat"
"6317404025_R03C01","WG0118061.DNAB05",636254,"YMB-1","CellLine","WG0118061","6317404025_r03c01_grn.idat","6317404025_r03c01_red.idat"
"6317404017_R03C01","WG0118061.DNAB06",636262,"KP-3L","CellLine","WG0118061","6317404017_r03c01_grn.idat","6317404017_r03c01_red.idat"
"6317404006_R03C01","WG0118061.DNAB07",636270,"SUIT-2","CellLine","WG0118061","6317404006_r03c01_grn.idat","6317404006_r03c01_red.idat"
"6317375044_R03C01","WG0118061.DNAB08",636278,"SIG-M5","CellLine","WG0118061","6317375044_r03c01_grn.idat","6317375044_r03c01_red.idat"
"6317375083_R03C01","WG0118061.DNAB09",636286,"CHP-212","CellLine","WG0118061","6317375083_r03c01_grn.idat","6317375083_r03c01_red.idat"
"6317375001_R03C01","WG0118061.DNAB10",636294,"G130","CellLine","WG0118061","6317375001_r03c01_grn.idat","6317375001_r03c01_red.idat"
"6317375105_R03C01","WG0118061.DNAB11",636302,"G84","CellLine","WG0118061","6317375105_r03c01_grn.idat","6317375105_r03c01_red.idat"
"6317375069_R03C01","WG0118061.DNAB12",636309,"SF268","CellLine","WG0118061","6317375069_r03c01_grn.idat","6317375069_r03c01_red.idat"
"6317404091_R02C01","WG0118061.DNAC01",636223,"KMS-27","CellLine","WG0118061","6317404091_r02c01_grn.idat","6317404091_r02c01_red.idat"
"6317404012_R02C01","WG0118061.DNAC02",636231,"LXFL529","CellLine","WG0118061","6317404012_r02c01_grn.idat","6317404012_r02c01_red.idat"
"6312937101_R01C01","WG0118061.DNAC03",636239,"VMRC-LCD","CellLine","WG0118061","6312937101_r01c01_grn.idat","6312937101_r01c01_red.idat"
"6317404100_R02C01","WG0118061.DNAC04",636247,"MDA-MB-468 (IVCC)","CellLine","WG0118061","6317404100_r02c01_grn.idat","6317404100_r02c01_red.idat"
"6317404025_R02C01","WG0118061.DNAC05",636255,"BxPC-3 (IVCC)","CellLine","WG0118061","6317404025_r02c01_grn.idat","6317404025_r02c01_red.idat"
"6317404017_R02C01","WG0118061.DNAC06",636263,"PA-TU-8988S","CellLine","WG0118061","6317404017_r02c01_grn.idat","6317404017_r02c01_red.idat"
"6317404006_R02C01","WG0118061.DNAC07",636271,"TCC-PAN2","CellLine","WG0118061","6317404006_r02c01_grn.idat","6317404006_r02c01_red.idat"
"6317375044_R02C01","WG0118061.DNAC08",636279,"U-937","CellLine","WG0118061","6317375044_r02c01_grn.idat","6317375044_r02c01_red.idat"
"6317375083_R02C01","WG0118061.DNAC09",636287,"G111","CellLine","WG0118061","6317375083_r02c01_grn.idat","6317375083_r02c01_red.idat"
"6317375001_R02C01","WG0118061.DNAC10",636295,"G140","CellLine","WG0118061","6317375001_r02c01_grn.idat","6317375001_r02c01_red.idat"
"6317375105_R02C01","WG0118061.DNAC11",636303,"G96","CellLine","WG0118061","6317375105_r02c01_grn.idat","6317375105_r02c01_red.idat"
"6317375069_R02C01","WG0118061.DNAC12",636310,"SF539","CellLine","WG0118061","6317375069_r02c01_grn.idat","6317375069_r02c01_red.idat"
"6317404091_R04C01","WG0118061.DNAD01",636224,"MOLP-2","CellLine","WG0118061","6317404091_r04c01_grn.idat","6317404091_r04c01_red.idat"
"6317404012_R04C01","WG0118061.DNAD02",636232,"NCI-H2126","CellLine","WG0118061","6317404012_r04c01_grn.idat","6317404012_r04c01_red.idat"
"6317404024_R04C01","WG0118061.DNAD03",636240,"COLO-824","CellLine","WG0118061","6317404024_r04c01_grn.idat","6317404024_r04c01_red.idat"
"6317404100_R04C01","WG0118061.DNAD04",636248,"MX-1","CellLine","WG0118061","6317404100_r04c01_grn.idat","6317404100_r04c01_red.idat"
"6317404025_R04C01","WG0118061.DNAD05",636256,"DAN-G","CellLine","WG0118061","6317404025_r04c01_grn.idat","6317404025_r04c01_red.idat"
"6317404017_R04C01","WG0118061.DNAD06",636264,"PK-1","CellLine","WG0118061","6317404017_r04c01_grn.idat","6317404017_r04c01_red.idat"
"6317404006_R04C01","WG0118061.DNAD07",636272,"YAPC","CellLine","WG0118061","6317404006_r04c01_grn.idat","6317404006_r04c01_red.idat"
"6317375044_R04C01","WG0118061.DNAD08",636280,"143B","CellLine","WG0118061","6317375044_r04c01_grn.idat","6317375044_r04c01_red.idat"
"6317375083_R04C01","WG0118061.DNAD09",636288,"G112","CellLine","WG0118061","6317375083_r04c01_grn.idat","6317375083_r04c01_red.idat"
"6317375001_R04C01","WG0118061.DNAD10",636296,"G142","CellLine","WG0118061","6317375001_r04c01_grn.idat","6317375001_r04c01_red.idat"
"6317375105_R04C01","WG0118061.DNAD11",636304,"Hs 683","CellLine","WG0118061","6317375105_r04c01_grn.idat","6317375105_r04c01_red.idat"
"6317375069_R04C01","WG0118061.DNAD12",636311,"SK-N-AS","CellLine","WG0118061","6317375069_r04c01_grn.idat","6317375069_r04c01_red.idat"
"6317404048_R01C01","WG0118061.DNAE01",636225,"U266B1","CellLine","WG0118061","6317404048_r01c01_grn.idat","6317404048_r01c01_red.idat"
"6317404039_R01C01","WG0118061.DNAE02",636233,"NCI-H2228","CellLine","WG0118061","6317404039_r01c01_grn.idat","6317404039_r01c01_red.idat"
"6317404032_R01C01","WG0118061.DNAE03",636241,"EFM-192B","CellLine","WG0118061","6317404032_r01c01_grn.idat","6317404032_r01c01_red.idat"
"6317404023_R01C01","WG0118061.DNAE04",636249,"SUM 1315M02","CellLine","WG0118061","6317404023_r01c01_grn.idat","6317404023_r01c01_red.idat"
"6317404022_R01C01","WG0118061.DNAE05",636257,"HUP-T4","CellLine","WG0118061","6317404022_r01c01_grn.idat","6317404022_r01c01_red.idat"
"6317404018_R01C01","WG0118061.DNAE06",636265,"PK-45H","CellLine","WG0118061","6317404018_r01c01_grn.idat","6317404018_r01c01_red.idat"
"6317375095_R01C01","WG0118061.DNAE07",636273,"KMS-26","CellLine","WG0118061","6317375095_r01c01_grn.idat","6317375095_r01c01_red.idat"
"6312937101_R03C01","WG0118061.DNAE08",636281,"MG-63","CellLine","WG0118061","6312937101_r03c01_grn.idat","6312937101_r03c01_red.idat"
"6317375107_R01C01","WG0118061.DNAE09",636289,"G118","CellLine","WG0118061","6317375107_r01c01_grn.idat","6317375107_r01c01_red.idat"
"6317404073_R01C01","WG0118061.DNAE10",636297,"G22","CellLine","WG0118061","6317404073_r01c01_grn.idat","6317404073_r01c01_red.idat"
"6317375089_R01C01","WG0118061.DNAE11",636305,"IMR-32","CellLine","WG0118061","6317375089_r01c01_grn.idat","6317375089_r01c01_red.idat"
"6317404073_R03C01","WG0118061.DNAE12",636312,"SK-N-DZ","CellLine","WG0118061","6317404073_r03c01_grn.idat","6317404073_r03c01_red.idat"
"6317404048_R03C01","WG0118061.DNAF01",636226,"H322T","CellLine","WG0118061","6317404048_r03c01_grn.idat","6317404048_r03c01_red.idat"
"6317404039_R03C01","WG0118061.DNAF02",636234,"NCI-H226","CellLine","WG0118061","6317404039_r03c01_grn.idat","6317404039_r03c01_red.idat"
"6317404032_R03C01","WG0118061.DNAF03",636242,"HBL-100","CellLine","WG0118061","6317404032_r03c01_grn.idat","6317404032_r03c01_red.idat"
"6317404023_R03C01","WG0118061.DNAF04",636250,"SUM 149PT","CellLine","WG0118061","6317404023_r03c01_grn.idat","6317404023_r03c01_red.idat"
"6317404022_R03C01","WG0118061.DNAF05",636258,"KCI-MOH1","CellLine","WG0118061","6317404022_r03c01_grn.idat","6317404022_r03c01_red.idat"
"6317404018_R03C01","WG0118061.DNAF06",636266,"PK-45P","CellLine","WG0118061","6317404018_r03c01_grn.idat","6317404018_r03c01_red.idat"
"6317375095_R03C01","WG0118061.DNAF07",636274,"KHM-1B","CellLine","WG0118061","6317375095_r03c01_grn.idat","6317375095_r03c01_red.idat"
"6312937101_R02C01","WG0118061.DNAF08",636282,"MHH-ES-1","CellLine","WG0118061","6312937101_r02c01_grn.idat","6312937101_r02c01_red.idat"
"6317375107_R03C01","WG0118061.DNAF09",636290,"G120","CellLine","WG0118061","6317375107_r03c01_grn.idat","6317375107_r03c01_red.idat"
"6317375096_R03C01","WG0118061.DNAF10",636298,"G28T","CellLine","WG0118061","6317375096_r03c01_grn.idat","6317375096_r03c01_red.idat"
"6317375089_R03C01","WG0118061.DNAF11",636306,"KELLY","CellLine","WG0118061","6317375089_r03c01_grn.idat","6317375089_r03c01_red.idat"
"6317375090_R03C01","WG0118061.DNAF12",636313,"SK-N-FI","CellLine","WG0118061","6317375090_r03c01_grn.idat","6317375090_r03c01_red.idat"
"6317404048_R02C01","WG0118061.DNAG01",636227,"HCC2279","CellLine","WG0118061","6317404048_r02c01_grn.idat","6317404048_r02c01_red.idat"
"6317404039_R02C01","WG0118061.DNAG02",636235,"NCI-H522","CellLine","WG0118061","6317404039_r02c01_grn.idat","6317404039_r02c01_red.idat"
"6317404032_R02C01","WG0118061.DNAG03",636243,"HCC2911 (UTSW)","CellLine","WG0118061","6317404032_r02c01_grn.idat","6317404032_r02c01_red.idat"
"6317404023_R02C01","WG0118061.DNAG04",636251,"SUM 229PE","CellLine","WG0118061","6317404023_r02c01_grn.idat","6317404023_r02c01_red.idat"
"6317404022_R02C01","WG0118061.DNAG05",636259,"KLM-1","CellLine","WG0118061","6317404022_r02c01_grn.idat","6317404022_r02c01_red.idat"
"6317404018_R02C01","WG0118061.DNAG06",636267,"PK-59","CellLine","WG0118061","6317404018_r02c01_grn.idat","6317404018_r02c01_red.idat"
"6317375095_R02C01","WG0118061.DNAG07",636275,"Jurkat, Clone E6-1","CellLine","WG0118061","6317375095_r02c01_grn.idat","6317375095_r02c01_red.idat"
"6317375061_R02C01","WG0118061.DNAG08",636283,"TC-71","CellLine","WG0118061","6317375061_r02c01_grn.idat","6317375061_r02c01_red.idat"
"6317375107_R02C01","WG0118061.DNAG09",636291,"G121","CellLine","WG0118061","6317375107_r02c01_grn.idat","6317375107_r02c01_red.idat"
"6317375096_R02C01","WG0118061.DNAG10",636299,"G44","CellLine","WG0118061","6317375096_r02c01_grn.idat","6317375096_r02c01_red.idat"
"6317375089_R02C01","WG0118061.DNAG11",636307,"LN-18","CellLine","WG0118061","6317375089_r02c01_grn.idat","6317375089_r02c01_red.idat"
"6317375090_R02C01","WG0118061.DNAG12",636314,"T98G","CellLine","WG0118061","6317375090_r02c01_grn.idat","6317375090_r02c01_red.idat"
"6317404048_R04C01","WG0118061.DNAH01",636228,"HCC4006","CellLine","WG0118061","6317404048_r04c01_grn.idat","6317404048_r04c01_red.idat"
"6317404039_R04C01","WG0118061.DNAH02",636236,"NCI-H596","CellLine","WG0118061","6317404039_r04c01_grn.idat","6317404039_r04c01_red.idat"
"6317404032_R04C01","WG0118061.DNAH03",636244,"MDA-MB-134-VI (ATCC)","CellLine","WG0118061","6317404032_r04c01_grn.idat","6317404032_r04c01_red.idat"
"6317404023_R04C01","WG0118061.DNAH04",636252,"SUM 159PT","CellLine","WG0118061","6317404023_r04c01_grn.idat","6317404023_r04c01_red.idat"
"6317404022_R04C01","WG0118061.DNAH05",636260,"KP-2","CellLine","WG0118061","6317404022_r04c01_grn.idat","6317404022_r04c01_red.idat"
"6317404018_R04C01","WG0118061.DNAH06",636268,"PK-8","CellLine","WG0118061","6317404018_r04c01_grn.idat","6317404018_r04c01_red.idat"
"6317375095_R04C01","WG0118061.DNAH07",636276,"K-562","CellLine","WG0118061","6317375095_r04c01_grn.idat","6317375095_r04c01_red.idat"
"6312937101_R04C01","WG0118061.DNAH08",636284,"ML-2","CellLine","WG0118061","6312937101_r04c01_grn.idat","6312937101_r04c01_red.idat"
"6317375107_R04C01","WG0118061.DNAH09",636292,"G122","CellLine","WG0118061","6317375107_r04c01_grn.idat","6317375107_r04c01_red.idat"
"6317375096_R04C01","WG0118061.DNAH10",636300,"G59","CellLine","WG0118061","6317375096_r04c01_grn.idat","6317375096_r04c01_red.idat"
"6317375089_R04C01","WG0118061.DNAH11",636308,"LN-229","CellLine","WG0118061","6317375089_r04c01_grn.idat","6317375089_r04c01_red.idat"
"6317375090_R04C01","WG0118061.DNAH12",636315,"HCC2157 (UTSW)","CellLine","WG0118061","6317375090_r04c01_grn.idat","6317375090_r04c01_red.idat"
"6317404057_R01C01","WG0118064.DNAA02",636323,"HEp-2","CellLine","WG0118064","6317404057_R01C01_Grn.idat","6317404057_R01C01_Red.idat"
"6317404038_R01C01","WG0118064.DNAA03",636331,"HCA-7","CellLine","WG0118064","6317404038_R01C01_Grn.idat","6317404038_R01C01_Red.idat"
"6317404074_R01C01","WG0118064.DNAA04",636339,"SNU-C1","CellLine","WG0118064","6317404074_R01C01_Grn.idat","6317404074_R01C01_Red.idat"
"6317404009_R01C01","WG0118064.DNAA05",636347,"BFTC-909","CellLine","WG0118064","6317404009_R01C01_Grn.idat","6317404009_R01C01_Red.idat"
"6317404016_R01C01","WG0118064.DNAA06",636355,"BEN","CellLine","WG0118064","6317404016_R01C01_Grn.idat","6317404016_R01C01_Red.idat"
"6317404102_R01C01","WG0118064.DNAA07",636363,"LCLC-103H","CellLine","WG0118064","6317404102_R01C01_Grn.idat","6317404102_R01C01_Red.idat"
"6317404084_R01C01","WG0118064.DNAA08",636371,"SCLC-22H","CellLine","WG0118064","6317404084_R01C01_Grn.idat","6317404084_R01C01_Red.idat"
"6317404081_R01C01","WG0118064.DNAA09",636379,"SK23","CellLine","WG0118064","6317404081_R01C01_Grn.idat","6317404081_R01C01_Red.idat"
"6317404062_R01C01","WG0118064.DNAA10",636387,"UM-UC-3","CellLine","WG0118064","6317404062_R01C01_Grn.idat","6317404062_R01C01_Red.idat"
"6317404027_R01C01","WG0118064.DNAA11",636395,"HCC12","CellLine","WG0118064","6317404027_R01C01_Grn.idat","6317404027_R01C01_Red.idat"
"6317404073_R02C01","WG0118064.DNAB01",636316,"MT-3","CellLine","WG0118064","6317404073_R02C01_Grn.idat","6317404073_R02C01_Red.idat"
"6317404057_R03C01","WG0118064.DNAB02",636324,"ME-180","CellLine","WG0118064","6317404057_R03C01_Grn.idat","6317404057_R03C01_Red.idat"
"6317404038_R03C01","WG0118064.DNAB03",636332,"HCT 116 (IVCC)","CellLine","WG0118064","6317404038_R03C01_Grn.idat","6317404038_R03C01_Red.idat"
"6317404074_R03C01","WG0118064.DNAB04",636340,"SW620","CellLine","WG0118064","6317404074_R03C01_Grn.idat","6317404074_R03C01_Red.idat"
"6317404009_R03C01","WG0118064.DNAB05",636348,"Hep G2","CellLine","WG0118064","6317404009_R03C01_Grn.idat","6317404009_R03C01_Red.idat"
"6298012089_R02C01","WG0118064.DNAB06",636356,"CAL-12T","CellLine","WG0118064","6298012089_R02C01_Grn.idat","6298012089_R02C01_Red.idat"
"6317404102_R03C01","WG0118064.DNAB07",636364,"LXF-289","CellLine","WG0118064","6317404102_R03C01_Grn.idat","6317404102_R03C01_Red.idat"
"6317404084_R03C01","WG0118064.DNAB08",636372,"COV318","CellLine","WG0118064","6317404084_R03C01_Grn.idat","6317404084_R03C01_Red.idat"
"6317404081_R03C01","WG0118064.DNAB09",636380,"WM-115","CellLine","WG0118064","6317404081_R03C01_Grn.idat","6317404081_R03C01_Red.idat"
"6317404062_R03C01","WG0118064.DNAB10",636388,"HEC-1-B","CellLine","WG0118064","6317404062_R03C01_Grn.idat","6317404062_R03C01_Red.idat"
"6317404027_R03C01","WG0118064.DNAB11",636396,"HCC89","CellLine","WG0118064","6317404027_R03C01_Grn.idat","6317404027_R03C01_Red.idat"
"6317404069_R03C01","WG0118064.DNAB12",636403,"COLO-783","CellLine","WG0118064","6317404069_R03C01_Grn.idat","6317404069_R03C01_Red.idat"
"6317404073_R04C01","WG0118064.DNAC01",636317,"SW 982","CellLine","WG0118064","6317404073_R04C01_Grn.idat","6317404073_R04C01_Red.idat"
"6317404057_R02C01","WG0118064.DNAC02",636325,"MS751","CellLine","WG0118064","6317404057_R02C01_Grn.idat","6317404057_R02C01_Red.idat"
"6317404038_R02C01","WG0118064.DNAC03",636333,"HM7","CellLine","WG0118064","6317404038_R02C01_Grn.idat","6317404038_R02C01_Red.idat"
"6317404074_R02C01","WG0118064.DNAC04",636341,"BHY","CellLine","WG0118064","6317404074_R02C01_Grn.idat","6317404074_R02C01_Red.idat"
"6317404009_R02C01","WG0118064.DNAC05",636349,"huH-1","CellLine","WG0118064","6317404009_R02C01_Grn.idat","6317404009_R02C01_Red.idat"
"6317404016_R02C01","WG0118064.DNAC06",636357,"ChaGo-K-1","CellLine","WG0118064","6317404016_R02C01_Grn.idat","6317404016_R02C01_Red.idat"
"6317404102_R02C01","WG0118064.DNAC07",636365,"NCI-H146","CellLine","WG0118064","6317404102_R02C01_Grn.idat","6317404102_R02C01_Red.idat"
"6317404084_R02C01","WG0118064.DNAC08",636373,"COV413B","CellLine","WG0118064","6317404084_R02C01_Grn.idat","6317404084_R02C01_Red.idat"
"6317404081_R02C01","WG0118064.DNAC09",636381,"WM-266-4","CellLine","WG0118064","6317404081_R02C01_Grn.idat","6317404081_R02C01_Red.idat"
"6317404062_R02C01","WG0118064.DNAC10",636389,"MHH-NB-11","CellLine","WG0118064","6317404062_R02C01_Grn.idat","6317404062_R02C01_Red.idat"
"6317404027_R02C01","WG0118064.DNAC11",636397,"COV362","CellLine","WG0118064","6317404027_R02C01_Grn.idat","6317404027_R02C01_Red.idat"
"6317404069_R02C01","WG0118064.DNAC12",636404,"SK-MEL-24","CellLine","WG0118064","6317404069_R02C01_Grn.idat","6317404069_R02C01_Red.idat"
"6317404094_R04C01","WG0118064.DNAD01",636318,"105KC","CellLine","WG0118064","6317404094_R04C01_Grn.idat","6317404094_R04C01_Red.idat"
"6317404057_R04C01","WG0118064.DNAD02",636326,"SiHa","CellLine","WG0118064","6317404057_R04C01_Grn.idat","6317404057_R04C01_Red.idat"
"6317404038_R04C01","WG0118064.DNAD03",636334,"HT-29 (IVCC)","CellLine","WG0118064","6317404038_R04C01_Grn.idat","6317404038_R04C01_Red.idat"
"6317404074_R04C01","WG0118064.DNAD04",636342,"FaDu","CellLine","WG0118064","6317404074_R04C01_Grn.idat","6317404074_R04C01_Red.idat"
"6317404009_R04C01","WG0118064.DNAD05",636350,"PLC/PRF/5","CellLine","WG0118064","6317404009_R04C01_Grn.idat","6317404009_R04C01_Red.idat"
"6298012089_R04C01","WG0118064.DNAD06",636358,"COLO 699","CellLine","WG0118064","6298012089_R04C01_Grn.idat","6298012089_R04C01_Red.idat"
"6317404102_R04C01","WG0118064.DNAD07",636366,"NCI-H1581","CellLine","WG0118064","6317404102_R04C01_Grn.idat","6317404102_R04C01_Red.idat"
"6317404084_R04C01","WG0118064.DNAD08",636374,"COV434","CellLine","WG0118064","6317404084_R04C01_Grn.idat","6317404084_R04C01_Red.idat"
"6317404081_R04C01","WG0118064.DNAD09",636382,"KATO-III","CellLine","WG0118064","6317404081_R04C01_Grn.idat","6317404081_R04C01_Red.idat"
"6317404062_R04C01","WG0118064.DNAD10",636390,"ATRFLOX","CellLine","WG0118064","6317404062_R04C01_Grn.idat","6317404062_R04C01_Red.idat"
"6317404027_R04C01","WG0118064.DNAD11",636398,"COV413A","CellLine","WG0118064","6317404027_R04C01_Grn.idat","6317404027_R04C01_Red.idat"
"6317404069_R04C01","WG0118064.DNAD12",636405,"BICR 31","CellLine","WG0118064","6317404069_R04C01_Grn.idat","6317404069_R04C01_Red.idat"
"6317404031_R01C01","WG0118064.DNAE01",636319,"JJ012","CellLine","WG0118064","6317404031_R01C01_Grn.idat","6317404031_R01C01_Red.idat"
"6317404092_R01C01","WG0118064.DNAE02",636327,"C2BBe1","CellLine","WG0118064","6317404092_R01C01_Grn.idat","6317404092_R01C01_Red.idat"
"6317404093_R01C01","WG0118064.DNAE03",636335,"HT55 (IVCC)","CellLine","WG0118064","6317404093_R01C01_Grn.idat","6317404093_R01C01_Red.idat"
"6317404044_R01C01","WG0118064.DNAE04",636343,"HN","CellLine","WG0118064","6317404044_R01C01_Grn.idat","6317404044_R01C01_Red.idat"
"6317404005_R01C01","WG0118064.DNAE05",636351,"SNU-387","CellLine","WG0118064","6317404005_R01C01_Grn.idat","6317404005_R01C01_Red.idat"
"6317404041_R01C01","WG0118064.DNAE06",636359,"DV-90","CellLine","WG0118064","6317404041_R01C01_Grn.idat","6317404041_R01C01_Red.idat"
"6312937092_R01C01","WG0118064.DNAE07",636367,"NCI-H2110","CellLine","WG0118064","6312937092_R01C01_Grn.idat","6312937092_R01C01_Red.idat"
"6317404061_R01C01","WG0118064.DNAE08",636375,"HCC60","CellLine","WG0118064","6317404061_R01C01_Grn.idat","6317404061_R01C01_Red.idat"
"6312937092_R03C01","WG0118064.DNAE09",636383,"SNU-620","CellLine","WG0118064","6312937092_R03C01_Grn.idat","6312937092_R03C01_Red.idat"
"6317404068_R01C01","WG0118064.DNAE10",636391,"SW1417","CellLine","WG0118064","6317404068_R01C01_Grn.idat","6317404068_R01C01_Red.idat"
"6317404003_R01C01","WG0118064.DNAE11",636399,"COV504","CellLine","WG0118064","6317404003_R01C01_Grn.idat","6317404003_R01C01_Red.idat"
"6317391011_R01C01","WG0118064.DNAE12",636406,"DOK","CellLine","WG0118064","6317391011_R01C01_Grn.idat","6317391011_R01C01_Red.idat"
"6317404031_R03C01","WG0118064.DNAF01",636320,"LS1034","CellLine","WG0118064","6317404031_R03C01_Grn.idat","6317404031_R03C01_Red.idat"
"6298012089_R01C01","WG0118064.DNAF02",636328,"CoCM-1","CellLine","WG0118064","6298012089_R01C01_Grn.idat","6298012089_R01C01_Red.idat"
"6317404093_R03C01","WG0118064.DNAF03",636336,"LS 180","CellLine","WG0118064","6317404093_R03C01_Grn.idat","6317404093_R03C01_Red.idat"
"6317404044_R03C01","WG0118064.DNAF04",636344,"RT-112","CellLine","WG0118064","6317404044_R03C01_Grn.idat","6317404044_R03C01_Red.idat"
"6317404005_R03C01","WG0118064.DNAF05",636352,"SNU-398","CellLine","WG0118064","6317404005_R03C01_Grn.idat","6317404005_R03C01_Red.idat"
"6317404041_R03C01","WG0118064.DNAF06",636360,"EPLC-272H","CellLine","WG0118064","6317404041_R03C01_Grn.idat","6317404041_R03C01_Red.idat"
"6317404096_R03C01","WG0118064.DNAF07",636368,"NCI-H446","CellLine","WG0118064","6317404096_R03C01_Grn.idat","6317404096_R03C01_Red.idat"
"6317404061_R03C01","WG0118064.DNAF08",636376,"PA-1","CellLine","WG0118064","6317404061_R03C01_Grn.idat","6317404061_R03C01_Red.idat"
"6312937092_R02C01","WG0118064.DNAF09",636384,"SNU-719","CellLine","WG0118064","6312937092_R02C01_Grn.idat","6312937092_R02C01_Red.idat"
"6317404068_R03C01","WG0118064.DNAF10",636392,"Caki-1","CellLine","WG0118064","6317404068_R03C01_Grn.idat","6317404068_R03C01_Red.idat"
"6317404003_R03C01","WG0118064.DNAF11",636400,"HCC630","CellLine","WG0118064","6317404003_R03C01_Grn.idat","6317404003_R03C01_Red.idat"
"6317391011_R03C01","WG0118064.DNAF12",636407,"SCC-25","CellLine","WG0118064","6317391011_R03C01_Grn.idat","6317391011_R03C01_Red.idat"
"6317404031_R02C01","WG0118064.DNAG01",636321,"Ca Ski","CellLine","WG0118064","6317404031_R02C01_Grn.idat","6317404031_R02C01_Red.idat"
"6317404092_R02C01","WG0118064.DNAG02",636329,"COLO 205 (IVCC)","CellLine","WG0118064","6317404092_R02C01_Grn.idat","6317404092_R02C01_Red.idat"
"6317404093_R02C01","WG0118064.DNAG03",636337,"OUMS-23","CellLine","WG0118064","6317404093_R02C01_Grn.idat","6317404093_R02C01_Red.idat"
"6317404044_R02C01","WG0118064.DNAG04",636345,"RT4","CellLine","WG0118064","6317404044_R02C01_Grn.idat","6317404044_R02C01_Red.idat"
"6317404005_R02C01","WG0118064.DNAG05",636353,"SNU-449","CellLine","WG0118064","6317404005_R02C01_Grn.idat","6317404005_R02C01_Red.idat"
"6317404041_R02C01","WG0118064.DNAG06",636361,"HCC44","CellLine","WG0118064","6317404041_R02C01_Grn.idat","6317404041_R02C01_Red.idat"
"6317404096_R02C01","WG0118064.DNAG07",636369,"NCI-H889","CellLine","WG0118064","6317404096_R02C01_Grn.idat","6317404096_R02C01_Red.idat"
"6317404061_R02C01","WG0118064.DNAG08",636377,"A-375","CellLine","WG0118064","6317404061_R02C01_Grn.idat","6317404061_R02C01_Red.idat"
"6317404079_R02C01","WG0118064.DNAG09",636385,"BICR 22","CellLine","WG0118064","6317404079_R02C01_Grn.idat","6317404079_R02C01_Red.idat"
"6317404068_R02C01","WG0118064.DNAG10",636393,"CAL 54","CellLine","WG0118064","6317404068_R02C01_Grn.idat","6317404068_R02C01_Red.idat"
"6317404003_R02C01","WG0118064.DNAG11",636401,"Hs 832(C).T","CellLine","WG0118064","6317404003_R02C01_Grn.idat","6317404003_R02C01_Red.idat"
"6317391011_R02C01","WG0118064.DNAG12",636408,"AN3 CA","CellLine","WG0118064","6317391011_R02C01_Grn.idat","6317391011_R02C01_Red.idat"
